Unnamed: 0,NAME,total_renter_households,30_to_34pct,35_to_39pct,40_to_49pct,50pct_plus,median_gross_rent,median_household_income,msa_code,cost_burdened,severely_burdened,pct_cost_burden,pct_severely_burdened,metro,state,burden_category,cbsa_num,fmr_2br,cbsacode18,WRLURI18,num_municipalities,welfare_loss_index,welfare_loss_score,zoning_tax,zoning_tax_pct,log_renters,predicted_burden,residual
232,"Kennewick-Richland, WA Metro Area",32651,2991,2033,3232,6050,1157,82146,28420,14306,6050,43.81,18.53,"Kennewick-Richland, WA",WA,High (40-49%),28420.0,1060.0,28420.0,-0.16716409,3,18.810000000000002,54.78,97.0,9.15,10.393630762106916,40.6,3.21
233,"Killeen-Temple, TX Metro Area",73297,6831,5090,6909,14302,1084,63394,28660,33132,14302,45.2,19.51,"Killeen-Temple, TX",TX,High (40-49%),28660.0,815.0,28660.0,0.72338116,1,20.200000000000003,58.82,269.0,33.01,11.202274959342775,42.35,2.85
234,"Kingsport-Bristol, TN-VA Metro Area",33585,2346,1497,2339,5497,778,53644,28700,11679,5497,34.77,16.37,"Kingsport-Bristol, TN-VA",TN,Moderate (30-39%),28700.0,702.0,28700.0,-0.55530924,2,9.770000000000003,28.45,76.0,10.83,10.421834817700965,38.1,-3.33
235,"Kingston, NY Metro Area",22290,1693,1682,1507,6267,1269,77197,28740,11149,6267,50.02,28.12,"Kingston, NY",NY,Very High (50%+),28740.0,1364.0,28740.0,0.7546482,6,25.020000000000003,72.86,-95.0,-6.96,10.011893426379915,51.16,-1.14
236,"Knoxville, TN Metro Area",107636,8792,5562,8903,21425,1012,66715,28940,44682,21425,41.51,19.91,"Knoxville, TN",TN,High (40-49%),28940.0,980.0,28940.0,0.7886919,2,16.509999999999998,48.08,32.0,3.27,11.586510443243633,43.02,-1.51
237,"Kokomo, IN Metro Area",9905,753,580,614,2004,855,62014,29020,3951,2004,39.89,20.23,"Kokomo, IN",IN,Moderate (30-39%),29020.0,738.0,29020.0,-0.39628968,1,14.89,43.36,117.0,15.85,9.20079495913265,41.83,-1.94
238,"La Crosse-Onalaska, WI-MN Metro Area",20356,1586,803,1526,4621,977,69043,29100,8536,4621,41.93,22.7,"La Crosse-Onalaska, WI-MN",WI,High (40-49%),29100.0,930.0,29100.0,0.34532517,2,16.93,49.3,47.0,5.05,9.921130987708723,45.13,-3.2
239,"Lafayette, LA Metro Area",57602,3533,3522,5090,12661,918,58150,29180,24806,12661,43.06,21.98,"Lafayette, LA",LA,High (40-49%),29180.0,890.0,29180.0,1.6623235,1,18.060000000000002,52.59,28.0,3.15,10.961312568303402,45.47,-2.41
240,"Lafayette-West Lafayette, IN Metro Area",37533,3624,2153,3149,9723,1004,57188,29200,18649,9723,49.69,25.91,"Lafayette-West Lafayette, IN",IN,High (40-49%),29200.0,981.0,29200.0,0.36507016,1,24.689999999999998,71.9,23.0,2.34,10.53297582498551,48.76,0.93
241,"Lafayette-West Lafayette, IN Metro Area",37533,3624,2153,3149,9723,1004,57188,29200,18649,9723,49.69,25.91,"Lafayette-West Lafayette, IN",IN,High (40-49%),29200.0,786.0,29200.0,0.36507016,1,24.689999999999998,71.9,218.0,27.74,10.53297582498551,48.7,0.99
242,"Lake Charles, LA Metro Area",22674,1645,1076,1480,5210,1025,64764,29340,9411,5210,41.51,22.98,"Lake Charles, LA",LA,High (40-49%),29340.0,884.0,29340.0,-1.3629411,3,16.509999999999998,48.08,141.0,15.95,10.028974172577543,44.5,-2.99
243,"Lake Havasu City-Kingman, AZ Metro Area",26102,2071,1821,2347,4771,976,53592,29420,11010,4771,42.18,18.28,"Lake Havasu City-Kingman, AZ",AZ,High (40-49%),29420.0,969.0,29420.0,-1.9364059,1,17.18,50.03,7.0,0.72,10.169767218727474,39.3,2.88
244,"Lakeland-Winter Haven, FL Metro Area",79810,6298,5465,6961,18607,1192,60901,29460,37331,18607,46.77,23.31,"Lakeland-Winter Haven, FL",FL,High (40-49%),29460.0,1056.0,29460.0,0.47595665,3,21.770000000000003,63.4,136.0,12.88,11.287404088870055,46.32,0.45
245,"Lancaster, PA Metro Area",62803,4738,4363,5022,13435,1221,81458,29540,27558,13435,43.88,21.39,"Lancaster, PA",PA,High (40-49%),29540.0,1148.0,29540.0,-0.5673221,14,18.880000000000003,54.98,73.0,6.36,11.047758122015944,43.64,0.24
246,"Lansing-East Lansing, MI Metro Area",71157,5256,4128,6086,17311,1007,68270,29620,32781,17311,46.07,24.33,"Lansing-East Lansing, MI",MI,High (40-49%),29620.0,936.0,29620.0,-0.36151978,9,21.07,61.36,71.0,7.59,11.172643982375057,46.9,-0.83
247,"Lansing-East Lansing, MI Metro Area",71157,5256,4128,6086,17311,1007,68270,29620,32781,17311,46.07,24.33,"Lansing-East Lansing, MI",MI,High (40-49%),29620.0,770.0,29620.0,-0.36151978,9,21.07,61.36,237.0,30.78,11.172643982375057,46.85,-0.78
251,"Lawrence, KS Metro Area",24601,1982,1641,1861,6779,1041,66153,29940,12263,6779,49.85,27.56,"Lawrence, KS",KS,High (40-49%),29940.0,937.0,29940.0,-0.45913994,2,24.85,72.36,104.0,11.1,10.110542371500753,49.88,-0.03
252,"Lawton, OK Metro Area",20560,1615,1134,1343,4046,898,57196,30020,8138,4046,39.58,19.68,"Lawton, OK",OK,Moderate (30-39%),30020.0,771.0,30020.0,-0.4728774,1,14.579999999999998,42.46,127.0,16.47,9.931102719569102,41.46,-1.88
253,"Lebanon, PA Metro Area",15717,1423,749,1535,3323,1023,72532,30140,7030,3323,44.73,21.14,"Lebanon, PA",PA,High (40-49%),30140.0,989.0,30140.0,-0.2505361,4,19.729999999999997,57.45,34.0,3.44,9.662498208076329,43.07,1.66
255,"Lewiston-Auburn, ME Metro Area",15375,1324,913,1256,2930,916,64500,30340,6423,2930,41.78,19.06,"Lewiston-Auburn, ME",ME,High (40-49%),30340.0,999.0,30340.0,-0.8637123,4,16.78,48.86,-83.0,-8.31,9.640498092674719,40.55,1.23
256,"Lexington-Fayette, KY Metro Area",83906,7591,4763,6449,18413,1032,68089,30460,37216,18413,44.35,21.94,"Lexington-Fayette, KY",KY,High (40-49%),30460.0,912.0,30460.0,-0.25640202,1,19.35,56.35,120.0,13.16,11.337452403605107,44.48,-0.13
257,"Lima, OH Metro Area",13241,981,929,655,2414,844,58976,30620,4979,2414,37.6,18.23,"Lima, OH",OH,Moderate (30-39%),30620.0,767.0,30620.0,0.07468383,1,12.600000000000001,36.69,77.0,10.04,9.491073355339758,40.09,-2.49
259,"Little Rock-North Little Rock-Conway, AR Metro Area",108514,9169,5812,8018,23729,964,62664,30780,46728,23729,43.06,21.87,"Little Rock-North Little Rock-Conway, AR",AR,High (40-49%),30780.0,833.0,30780.0,-0.7367045,3,18.060000000000002,52.59,131.0,15.73,11.59463447589677,44.22,-1.16
260,"Logan, UT-ID Metro Area",16026,1147,1019,1347,3445,1011,71739,30860,6958,3445,43.42,21.5,"Logan, UT-ID",UT,High (40-49%),30860.0,877.0,30860.0,0.3605148,1,18.42,53.64,134.0,15.28,9.681967682338016,43.76,-0.34
261,"Longview, TX Metro Area",32480,2591,1861,2588,6869,975,62910,30980,13909,6869,42.82,21.15,"Longview, TX",TX,High (40-49%),30980.0,899.0,30980.0,0.119194634,2,17.82,51.89,76.0,8.45,10.388379794275615,43.53,-0.71
262,"Longview, TX Metro Area",32480,2591,1861,2588,6869,975,62910,30980,13909,6869,42.82,21.15,"Longview, TX",TX,High (40-49%),30980.0,924.0,30980.0,0.119194634,2,17.82,51.89,51.0,5.52,10.388379794275615,43.53,-0.71
263,"Longview, WA Metro Area",14503,1396,1139,1293,3091,1090,70912,31020,6919,3091,47.71,21.31,"Longview, WA",WA,High (40-49%),31020.0,1055.0,31020.0,-0.2354311,2,22.71,66.13,35.0,3.32,9.58211080356025,43.23,4.48
264,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2274256,204481,152113,220105,655811,1892,89105,31080,1232510,655811,54.19,28.84,"Los Angeles-Long Beach-Anaheim, CA",CA,Very High (50%+),31080.0,2044.0,31080.0,0.6716201,48,29.189999999999998,85.0,-152.0,-7.44,14.637163523913213,53.51,0.68
265,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2274256,204481,152113,220105,655811,1892,89105,31080,1232510,655811,54.19,28.84,"Los Angeles-Long Beach-Anaheim, CA",CA,Very High (50%+),31080.0,2324.0,31080.0,0.6716201,48,29.189999999999998,85.0,-432.0,-18.59,14.637163523913213,53.53,0.66
266,"Louisville/Jefferson County, KY-IN Metro Area",165320,13208,10331,12369,33057,1017,69771,31140,68965,33057,41.72,20.0,"Louisville/Jefferson County, KY-IN",KY,High (40-49%),31140.0,960.0,31140.0,-0.14844114,7,16.72,48.69,57.0,5.94,12.015638268625668,42.74,-1.02
268,"Lynchburg, VA Metro Area",30265,2311,1585,2337,6269,920,64307,31340,12502,6269,41.31,20.71,"Lynchburg, VA",VA,High (40-49%),31340.0,863.0,31340.0,-0.5390812,2,16.310000000000002,47.5,57.0,6.6,10.317747208325788,42.68,-1.37
271,"Madison, WI Metro Area",113175,9339,5995,8721,24090,1228,82996,31540,48145,24090,42.54,21.29,"Madison, WI",WI,High (40-49%),31540.0,1254.0,31540.0,0.52530056,13,17.54,51.08,-26.0,-2.07,11.63669057230416,44.36,-1.82
272,"Manchester-Nashua, NH Metro Area",54683,6071,3725,4556,11103,1444,95112,31700,25455,11103,46.55,20.3,"Manchester-Nashua, NH",NH,High (40-49%),31700.0,1413.0,31700.0,-0.18944965,6,21.549999999999997,62.75,31.0,2.19,10.90930815400003,42.66,3.89
273,"Manhattan, KS Metro Area",24512,1867,1322,2565,5894,1056,61270,31740,11648,5894,47.52,24.05,"Manhattan, KS",KS,High (40-49%),31740.0,883.0,31740.0,-0.8804607,2,22.520000000000003,65.58,173.0,19.59,10.106918072540317,45.92,1.6
274,"Manhattan, KS Metro Area",24512,1867,1322,2565,5894,1056,61270,31740,11648,5894,47.52,24.05,"Manhattan, KS",KS,High (40-49%),31740.0,907.0,31740.0,-0.8804607,2,22.520000000000003,65.58,149.0,16.43,10.106918072540317,45.92,1.6
275,"Mankato, MN Metro Area",13803,1120,618,1158,3084,978,73472,31860,5980,3084,43.32,22.34,"Mankato, MN",MN,High (40-49%),31860.0,992.0,31860.0,0.35697746,1,18.32,53.35,-14.0,-1.41,9.532641238823578,44.64,-1.32
276,"Mansfield, OH Metro Area",15876,1381,785,1287,3178,768,56557,31900,6631,3178,41.77,20.02,"Mansfield, OH",OH,High (40-49%),31900.0,738.0,31900.0,-0.20430519,1,16.770000000000003,48.84,30.0,4.07,9.672563813902956,41.91,-0.14
277,"McAllen-Edinburg-Mission, TX Metro Area",82786,5786,5065,5774,20962,875,49371,32580,37587,20962,45.4,25.32,"McAllen-Edinburg-Mission, TX",TX,High (40-49%),32580.0,817.0,32580.0,0.5579525,5,20.4,59.41,58.0,7.1,11.324014243951753,48.51,-3.11
278,"Medford, OR Metro Area",31425,2766,2109,2994,7476,1208,67690,32780,15345,7476,48.83,23.79,"Medford, OR",OR,High (40-49%),32780.0,1195.0,32780.0,0.10895901,2,23.83,69.39,13.0,1.09,10.355359033458448,46.32,2.51
279,"Memphis, TN-MS-AR Metro Area",200672,16680,13125,17048,50850,1091,62178,32820,97703,50850,48.69,25.34,"Memphis, TN-MS-AR",TN,High (40-49%),32820.0,912.0,32820.0,0.312072,3,23.689999999999998,68.99,179.0,19.63,12.209427013342747,48.68,0.01
280,"Merced, CA Metro Area",38604,3044,2342,3208,8142,1200,64772,32900,16736,8142,43.35,21.09,"Merced, CA",CA,High (40-49%),32900.0,1120.0,32900.0,0.36497572,3,18.35,53.44,80.0,7.14,10.561111177027026,43.66,-0.31
281,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",914000,84774,67073,99492,291059,1657,69085,33100,542398,291059,59.34,31.84,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,Very High (50%+),33100.0,1556.0,33100.0,0.40210894,35,34.34,100.0,101.0,6.49,13.725585850436287,56.18,3.16
282,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",914000,84774,67073,99492,291059,1657,69085,33100,542398,291059,59.34,31.84,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,Very High (50%+),33100.0,1672.0,33100.0,0.40210894,35,34.34,100.0,-15.0,-0.9,13.725585850436287,56.2,3.14
283,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",914000,84774,67073,99492,291059,1657,69085,33100,542398,291059,59.34,31.84,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,Very High (50%+),33100.0,1578.0,33100.0,0.40210894,35,34.34,100.0,79.0,5.01,13.725585850436287,56.18,3.16
285,"Midland, MI Metro Area",7567,632,441,637,1623,931,73643,33220,3333,1623,44.05,21.45,"Midland, MI",MI,High (40-49%),33220.0,870.0,33220.0,-0.6628738,1,19.049999999999997,55.47,61.0,7.01,8.931551966694522,42.9,1.15
286,"Midland, TX Metro Area",22281,1953,883,1647,4808,1366,89345,33260,9291,4808,41.7,21.58,"Midland, TX",TX,High (40-49%),33260.0,1433.0,33260.0,-0.51738,1,16.700000000000003,48.63,-67.0,-4.68,10.011489576337405,43.53,-1.83
287,"Milwaukee-Waukesha, WI Metro Area",258417,20101,15581,21294,59978,1052,72937,33340,116954,59978,45.26,23.21,"Milwaukee-Waukesha, WI",WI,High (40-49%),33340.0,999.0,33340.0,0.035025574,22,20.259999999999998,59.0,53.0,5.31,12.462329838200235,46.4,-1.14
288,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",418397,37939,27111,33426,91113,1324,94673,33460,189589,91113,45.31,21.78,"Minneapolis-St. Paul-Bloomington, MN-WI",MN,High (40-49%),33460.0,1329.0,33460.0,-0.10731051,48,20.310000000000002,59.14,-5.0,-0.38,12.94418602153506,44.99,0.32
290,"Mobile, AL Metro Area",58909,5280,3357,4416,14635,970,55247,33660,27688,14635,47.0,24.84,"Mobile, AL",AL,High (40-49%),33660.0,861.0,33660.0,0.41579157,1,22.0,64.07,109.0,12.66,10.983749159324974,47.79,-0.79
291,"Mobile, AL Metro Area",58909,5280,3357,4416,14635,970,55247,33660,27688,14635,47.0,24.84,"Mobile, AL",AL,High (40-49%),33660.0,705.0,33660.0,0.41579157,1,22.0,64.07,265.0,37.59,10.983749159324974,47.73,-0.73
292,"Modesto, CA Metro Area",69388,5121,4523,6318,18004,1433,74872,33700,33966,18004,48.95,25.95,"Modesto, CA",CA,High (40-49%),33700.0,1250.0,33700.0,0.23608983,3,23.950000000000003,69.74,183.0,14.64,11.1474692208813,48.92,0.03
295,"Monroe, MI Metro Area",11974,922,966,1330,2370,996,72573,33780,5588,2370,46.67,19.79,"Monroe, MI",MI,High (40-49%),33780.0,941.0,33780.0,-0.12112001,1,21.67,63.1,55.0,5.84,9.390492911485298,41.61,5.06
296,"Montgomery, AL Metro Area",52121,3142,2820,4205,12795,1032,60849,33860,22962,12795,44.06,24.55,"Montgomery, AL",AL,High (40-49%),33860.0,914.0,33860.0,-0.033128656,2,19.060000000000002,55.5,118.0,12.91,10.861323217547433,47.2,-3.14
298,"Morristown, TN Metro Area",15729,1271,947,1249,3039,803,52913,34100,6506,3039,41.36,19.32,"Morristown, TN",TN,High (40-49%),34100.0,699.0,34100.0,0.3694649,2,16.36,47.64,104.0,14.88,9.663261421240643,41.46,-0.1
299,"Morristown, TN Metro Area",15729,1271,947,1249,3039,803,52913,34100,6506,3039,41.36,19.32,"Morristown, TN",TN,High (40-49%),34100.0,763.0,34100.0,0.3694649,2,16.36,47.64,40.0,5.24,9.663261421240643,41.48,-0.12
302,"Muskegon, MI Metro Area",15135,1077,861,1532,3377,915,61347,34740,6847,3377,45.24,22.31,"Muskegon, MI",MI,High (40-49%),34740.0,855.0,34740.0,-1.093383,6,20.240000000000002,58.94,60.0,7.02,9.624765221455819,43.82,1.42
303,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",45220,3528,3000,3539,10755,1138,63296,34820,20822,10755,46.05,23.78,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",SC,High (40-49%),34820.0,926.0,34820.0,0.08418377,5,21.049999999999997,61.3,212.0,22.89,10.719294745831961,46.37,-0.32
304,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",45220,3528,3000,3539,10755,1138,63296,34820,20822,10755,46.05,23.78,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",SC,High (40-49%),34820.0,1062.0,34820.0,0.08418377,5,21.049999999999997,61.3,76.0,7.16,10.719294745831961,46.41,-0.36
305,"Napa, CA Metro Area",17142,1616,1223,1726,4101,2037,105809,34900,8666,4101,50.55,23.92,"Napa, CA",CA,Very High (50%+),34900.0,2164.0,34900.0,1.5636082,3,25.549999999999997,74.4,-127.0,-5.87,9.749286871458828,47.06,3.49
306,"Naples-Marco Island, FL Metro Area",39406,3569,2844,4146,12075,1599,82011,34940,22634,12075,57.44,30.64,"Naples-Marco Island, FL",FL,Very High (50%+),34940.0,1583.0,34940.0,0.81100416,1,32.44,94.47,16.0,1.01,10.581673367955913,54.04,3.4
307,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",263142,25191,18578,22155,55674,1346,79020,34980,121598,55674,46.21,21.16,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,High (40-49%),34980.0,1253.0,34980.0,0.058585305,12,21.21,61.76,93.0,7.42,12.48044908940778,44.24,1.97
309,"New Haven-Milford, CT Metro Area",130041,10046,7972,12075,33639,1339,81544,35300,63732,33639,49.01,25.87,"New Haven-Milford, CT",CT,High (40-49%),35300.0,1456.0,35300.0,-0.66475266,5,24.009999999999998,69.92,-117.0,-8.04,11.775605064329831,48.62,0.39
310,"New Haven-Milford, CT Metro Area",130041,10046,7972,12075,33639,1339,81544,35300,63732,33639,49.01,25.87,"New Haven-Milford, CT",CT,High (40-49%),35300.0,1447.0,35300.0,-0.66475266,5,24.009999999999998,69.92,-108.0,-7.46,11.775605064329831,48.62,0.39
311,"New Haven-Milford, CT Metro Area",130041,10046,7972,12075,33639,1339,81544,35300,63732,33639,49.01,25.87,"New Haven-Milford, CT",CT,High (40-49%),35300.0,1190.0,35300.0,-0.66475266,5,24.009999999999998,69.92,149.0,12.52,11.775605064329831,48.57,0.44
312,"New Orleans-Metairie, LA Metro Area",180427,14495,10095,15177,51209,1151,62748,35380,90976,51209,50.42,28.38,"New Orleans-Metairie, LA",LA,Very High (50%+),35380.0,1089.0,35380.0,-0.091757596,3,25.42,74.02,62.0,5.69,12.103081542817376,51.67,-1.25
313,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1736.0,35620.0,1.0127729,57,24.259999999999998,70.65,-25.0,-1.44,15.078038833124754,51.31,-2.05
314,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1972.0,35620.0,1.0127729,57,24.259999999999998,70.65,-261.0,-13.24,15.078038833124754,51.34,-2.08
315,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1851.0,35620.0,1.0127729,57,24.259999999999998,70.65,-140.0,-7.56,15.078038833124754,51.32,-2.06
316,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1558.0,35620.0,1.0127729,57,24.259999999999998,70.65,153.0,9.82,15.078038833124754,51.28,-2.02
317,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,2065.0,35620.0,1.0127729,57,24.259999999999998,70.65,-354.0,-17.14,15.078038833124754,51.35,-2.09
318,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,2340.0,35620.0,1.0127729,57,24.259999999999998,70.65,-629.0,-26.88,15.078038833124754,51.37,-2.11
319,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1479.0,35620.0,1.0127729,57,24.259999999999998,70.65,232.0,15.69,15.078038833124754,51.27,-2.01
320,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1368.0,35620.0,1.0127729,57,24.259999999999998,70.65,343.0,25.07,15.078038833124754,51.24,-1.98
321,"Niles, MI Metro Area",17153,1573,947,1161,4141,885,60379,35660,7822,4141,45.6,24.14,"Niles, MI",MI,High (40-49%),35660.0,845.0,35660.0,0.023091221,5,20.6,59.99,40.0,4.73,9.749928364409826,46.42,-0.82
322,"North Port-Sarasota-Bradenton, FL Metro Area",88452,7511,5687,8929,23152,1500,74469,35840,45279,23152,51.19,26.17,"North Port-Sarasota-Bradenton, FL",FL,Very High (50%+),35840.0,1385.0,35840.0,0.004376173,4,26.189999999999998,76.27,115.0,8.3,11.39021531097729,49.13,2.06
323,"Norwich-New London, CT Metro Area",34727,3253,1986,2976,7397,1278,84755,35980,15612,7397,44.96,21.3,"Norwich-New London, CT",CT,High (40-49%),35980.0,1318.0,35980.0,-0.09741756,3,19.96,58.12,-40.0,-3.03,10.455272761356362,43.62,1.34
324,"Norwich-New London, CT Metro Area",34727,3253,1986,2976,7397,1278,84755,35980,15612,7397,44.96,21.3,"Norwich-New London, CT",CT,High (40-49%),35980.0,1254.0,35980.0,-0.09741756,3,19.96,58.12,24.0,1.91,10.455272761356362,43.6,1.36
325,"Ocala, FL Metro Area",36475,2924,1932,3055,8277,1092,55265,36100,16188,8277,44.38,22.69,"Ocala, FL",FL,High (40-49%),36100.0,995.0,36100.0,0.099731304,1,19.380000000000003,56.44,97.0,9.75,10.504382373390987,45.18,-0.8
326,"Ocean City, NJ Metro Area",9327,624,648,879,2692,1285,83870,36140,4843,2692,51.92,28.86,"Ocean City, NJ",NJ,Very High (50%+),36140.0,1465.0,36140.0,-0.01058761,1,26.92,78.39,-180.0,-12.29,9.140668698726863,51.22,0.7
328,"Ogden-Clearfield, UT Metro Area",53153,4699,3065,4356,9600,1254,91022,36260,21720,9600,40.86,18.06,"Ogden-Clearfield, UT",UT,High (40-49%),36260.0,1105.0,36260.0,0.7045192,7,15.86,46.19,149.0,13.48,10.88092982620353,40.74,0.12
329,"Oklahoma City, OK Metro Area",199013,15878,11990,15143,43164,1017,67963,36420,86175,43164,43.3,21.69,"Oklahoma City, OK",OK,High (40-49%),36420.0,927.0,36420.0,-0.1832592,6,18.299999999999997,53.29,90.0,9.71,12.201125428206105,44.57,-1.27
331,"Omaha-Council Bluffs, NE-IA Metro Area",128525,11216,8391,10942,25834,1101,79634,36540,56383,25834,43.87,20.1,"Omaha-Council Bluffs, NE-IA",NE,High (40-49%),36540.0,974.0,36540.0,-0.33206502,6,18.869999999999997,54.95,127.0,13.04,11.763878716923706,42.64,1.23
332,"Orlando-Kissimmee-Sanford, FL Metro Area",351799,33106,26784,39476,92263,1530,71551,36740,191629,92263,54.47,26.23,"Orlando-Kissimmee-Sanford, FL",FL,Very High (50%+),36740.0,1422.0,36740.0,0.42231247,8,29.47,85.82,108.0,7.59,12.770815268757394,49.91,4.56
333,"Oshkosh-Neenah, WI Metro Area",24453,2060,1358,1909,3863,880,70041,36780,9190,3863,37.58,15.8,"Oshkosh-Neenah, WI",WI,Moderate (30-39%),36780.0,889.0,36780.0,-0.28853434,2,12.579999999999998,36.63,-9.0,-1.01,10.104508186762567,37.56,0.02
334,"Owensboro, KY Metro Area",14501,1088,841,821,2710,874,64366,36980,5460,2710,37.65,18.69,"Owensboro, KY",KY,Moderate (30-39%),36980.0,843.0,36980.0,-0.54289234,1,12.649999999999999,36.84,31.0,3.68,9.581972891547895,40.28,-2.63
335,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",99078,9858,7022,11154,27435,2140,102141,37100,55469,27435,55.99,27.69,"Oxnard-Thousand Oaks-Ventura, CA",CA,Very High (50%+),37100.0,2218.0,37100.0,0.8531229,6,30.990000000000002,90.24,-78.0,-3.52,11.503662697691043,51.27,4.72
336,"Palm Bay-Melbourne-Titusville, FL Metro Area",57547,5253,3923,5803,14278,1327,71308,37340,29257,14278,50.84,24.81,"Palm Bay-Melbourne-Titusville, FL",FL,Very High (50%+),37340.0,1196.0,37340.0,0.52410173,8,25.840000000000003,75.25,131.0,10.95,10.960357284207447,47.82,3.02
337,"Panama City, FL Metro Area",23470,2929,1849,2305,5250,1311,65999,37460,12333,5250,52.55,22.37,"Panama City, FL",FL,Very High (50%+),37460.0,1170.0,37460.0,-0.8219791,1,27.549999999999997,80.23,141.0,12.05,10.063478288845069,44.17,8.38
340,"Peoria, IL Metro Area",45866,3584,2422,2994,10076,881,67718,37900,19076,10076,41.59,21.97,"Peoria, IL",IL,High (40-49%),37900.0,750.0,37900.0,-0.5875399,3,16.590000000000003,48.31,131.0,17.47,10.733479380823917,44.1,-2.51
341,"Peoria, IL Metro Area",45866,3584,2422,2994,10076,881,67718,37900,19076,10076,41.59,21.97,"Peoria, IL",IL,High (40-49%),37900.0,815.0,37900.0,-0.5875399,3,16.590000000000003,48.31,66.0,8.1,10.733479380823917,44.13,-2.54
342,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",801034,67081,47871,64507,202087,1347,85555,37980,381546,202087,47.63,25.23,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,High (40-49%),37980.0,1298.0,37980.0,0.47731465,49,22.630000000000003,65.9,49.0,3.78,13.593658672090974,49.18,-1.55
343,"Phoenix-Mesa-Chandler, AZ Metro Area",625339,56357,41214,56251,138041,1432,79935,38060,291863,138041,46.67,22.07,"Phoenix-Mesa-Chandler, AZ",AZ,High (40-49%),38060.0,1311.0,38060.0,0.26112372,11,21.67,63.1,121.0,9.23,13.346049181672829,45.62,1.05
345,"Pittsburgh, PA Metro Area",303982,24085,15844,21783,59386,968,71283,38300,121098,59386,39.84,19.54,"Pittsburgh, PA",PA,Moderate (30-39%),38300.0,981.0,38300.0,-0.16185026,56,14.840000000000003,43.21,-13.0,-1.33,12.62472376810903,42.48,-2.64
349,"Portland-South Portland, ME Metro Area",64544,6649,4522,4315,12290,1282,84095,38860,27776,12290,43.03,19.04,"Portland-South Portland, ME",ME,High (40-49%),38860.0,1721.0,38860.0,-0.046575196,16,18.03,52.5,-439.0,-25.51,11.075102440753938,41.53,1.5
350,"Portland-South Portland, ME Metro Area",64544,6649,4522,4315,12290,1282,84095,38860,27776,12290,43.03,19.04,"Portland-South Portland, ME",ME,High (40-49%),38860.0,1485.0,38860.0,-0.046575196,16,18.03,52.5,-203.0,-13.67,11.075102440753938,41.5,1.53
351,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",373026,32528,24911,35750,87747,1577,90451,38900,180936,87747,48.5,23.52,"Portland-Vancouver-Hillsboro, OR-WA",OR,High (40-49%),38900.0,1735.0,38900.0,0.34720773,18,23.5,68.43,-158.0,-9.11,12.829403401290499,47.06,1.44
