,NAME,total_renter_households,30_to_34pct,35_to_39pct,40_to_49pct,50pct_plus,median_gross_rent,median_household_income,msa_code,cost_burdened,severely_burdened,pct_cost_burden,pct_severely_burdened,metro,state,burden_category,cbsa_num,fmr_2br
297,"Morgantown, WV Metro Area",21440,1558,770,1967,6359,914,60670,34060,10654,6359,49.69,29.66,"Morgantown, WV",WV,High (40-49%),34060.0,892.0
298,"Morristown, TN Metro Area",15729,1271,947,1249,3039,803,52913,34100,6506,3039,41.36,19.32,"Morristown, TN",TN,High (40-49%),34100.0,699.0
299,"Morristown, TN Metro Area",15729,1271,947,1249,3039,803,52913,34100,6506,3039,41.36,19.32,"Morristown, TN",TN,High (40-49%),34100.0,763.0
300,"Mount Vernon-Anacortes, WA Metro Area",15078,1765,824,1404,3320,1350,82029,34580,7313,3320,48.5,22.02,"Mount Vernon-Anacortes, WA",WA,High (40-49%),34580.0,1307.0
301,"Muncie, IN Metro Area",15889,1194,901,1016,4514,841,53377,34620,7625,4514,47.99,28.41,"Muncie, IN",IN,High (40-49%),34620.0,756.0
302,"Muskegon, MI Metro Area",15135,1077,861,1532,3377,915,61347,34740,6847,3377,45.24,22.31,"Muskegon, MI",MI,High (40-49%),34740.0,855.0
303,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",45220,3528,3000,3539,10755,1138,63296,34820,20822,10755,46.05,23.78,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",SC,High (40-49%),34820.0,926.0
304,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",45220,3528,3000,3539,10755,1138,63296,34820,20822,10755,46.05,23.78,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",SC,High (40-49%),34820.0,1062.0
305,"Napa, CA Metro Area",17142,1616,1223,1726,4101,2037,105809,34900,8666,4101,50.55,23.92,"Napa, CA",CA,Very High (50%+),34900.0,2164.0
306,"Naples-Marco Island, FL Metro Area",39406,3569,2844,4146,12075,1599,82011,34940,22634,12075,57.44,30.64,"Naples-Marco Island, FL",FL,Very High (50%+),34940.0,1583.0
307,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",263142,25191,18578,22155,55674,1346,79020,34980,121598,55674,46.21,21.16,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,High (40-49%),34980.0,1253.0
308,"New Bern, NC Metro Area",15018,1069,1112,869,3181,1027,60258,35100,6231,3181,41.49,21.18,"New Bern, NC",NC,High (40-49%),,
309,"New Haven-Milford, CT Metro Area",130041,10046,7972,12075,33639,1339,81544,35300,63732,33639,49.01,25.87,"New Haven-Milford, CT",CT,High (40-49%),35300.0,1456.0
310,"New Haven-Milford, CT Metro Area",130041,10046,7972,12075,33639,1339,81544,35300,63732,33639,49.01,25.87,"New Haven-Milford, CT",CT,High (40-49%),35300.0,1447.0
311,"New Haven-Milford, CT Metro Area",130041,10046,7972,12075,33639,1339,81544,35300,63732,33639,49.01,25.87,"New Haven-Milford, CT",CT,High (40-49%),35300.0,1190.0
312,"New Orleans-Metairie, LA Metro Area",180427,14495,10095,15177,51209,1151,62748,35380,90976,51209,50.42,28.38,"New Orleans-Metairie, LA",LA,Very High (50%+),35380.0,1089.0
313,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1736.0
314,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1972.0
315,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1851.0
316,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1558.0
317,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,2065.0
318,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,2340.0
319,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1479.0
320,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",3534346,303382,217182,285723,934670,1711,93610,35620,1740957,934670,49.26,26.45,"New York-Newark-Jersey City, NY-NJ-PA",NY,High (40-49%),35620.0,1368.0
321,"Niles, MI Metro Area",17153,1573,947,1161,4141,885,60379,35660,7822,4141,45.6,24.14,"Niles, MI",MI,High (40-49%),35660.0,845.0
322,"North Port-Sarasota-Bradenton, FL Metro Area",88452,7511,5687,8929,23152,1500,74469,35840,45279,23152,51.19,26.17,"North Port-Sarasota-Bradenton, FL",FL,Very High (50%+),35840.0,1385.0
323,"Norwich-New London, CT Metro Area",34727,3253,1986,2976,7397,1278,84755,35980,15612,7397,44.96,21.3,"Norwich-New London, CT",CT,High (40-49%),35980.0,1318.0
324,"Norwich-New London, CT Metro Area",34727,3253,1986,2976,7397,1278,84755,35980,15612,7397,44.96,21.3,"Norwich-New London, CT",CT,High (40-49%),35980.0,1254.0
325,"Ocala, FL Metro Area",36475,2924,1932,3055,8277,1092,55265,36100,16188,8277,44.38,22.69,"Ocala, FL",FL,High (40-49%),36100.0,995.0
326,"Ocean City, NJ Metro Area",9327,624,648,879,2692,1285,83870,36140,4843,2692,51.92,28.86,"Ocean City, NJ",NJ,Very High (50%+),36140.0,1465.0
327,"Odessa, TX Metro Area",21278,2150,984,1463,4525,1232,70566,36220,9122,4525,42.87,21.27,"Odessa, TX",TX,High (40-49%),36220.0,1229.0
328,"Ogden-Clearfield, UT Metro Area",53153,4699,3065,4356,9600,1254,91022,36260,21720,9600,40.86,18.06,"Ogden-Clearfield, UT",UT,High (40-49%),36260.0,1105.0
329,"Oklahoma City, OK Metro Area",199013,15878,11990,15143,43164,1017,67963,36420,86175,43164,43.3,21.69,"Oklahoma City, OK",OK,High (40-49%),36420.0,927.0
330,"Olympia-Lacey-Tumwater, WA Metro Area",37865,4239,2255,2891,10028,1499,88895,36500,19413,10028,51.27,26.48,"Olympia-Lacey-Tumwater, WA",WA,Very High (50%+),36500.0,1273.0
331,"Omaha-Council Bluffs, NE-IA Metro Area",128525,11216,8391,10942,25834,1101,79634,36540,56383,25834,43.87,20.1,"Omaha-Council Bluffs, NE-IA",NE,High (40-49%),36540.0,974.0
332,"Orlando-Kissimmee-Sanford, FL Metro Area",351799,33106,26784,39476,92263,1530,71551,36740,191629,92263,54.47,26.23,"Orlando-Kissimmee-Sanford, FL",FL,Very High (50%+),36740.0,1422.0
333,"Oshkosh-Neenah, WI Metro Area",24453,2060,1358,1909,3863,880,70041,36780,9190,3863,37.58,15.8,"Oshkosh-Neenah, WI",WI,Moderate (30-39%),36780.0,889.0
334,"Owensboro, KY Metro Area",14501,1088,841,821,2710,874,64366,36980,5460,2710,37.65,18.69,"Owensboro, KY",KY,Moderate (30-39%),36980.0,843.0
335,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",99078,9858,7022,11154,27435,2140,102141,37100,55469,27435,55.99,27.69,"Oxnard-Thousand Oaks-Ventura, CA",CA,Very High (50%+),37100.0,2218.0
336,"Palm Bay-Melbourne-Titusville, FL Metro Area",57547,5253,3923,5803,14278,1327,71308,37340,29257,14278,50.84,24.81,"Palm Bay-Melbourne-Titusville, FL",FL,Very High (50%+),37340.0,1196.0
337,"Panama City, FL Metro Area",23470,2929,1849,2305,5250,1311,65999,37460,12333,5250,52.55,22.37,"Panama City, FL",FL,Very High (50%+),37460.0,1170.0
338,"Parkersburg-Vienna, WV Metro Area",9339,784,816,1102,1512,776,54175,37620,4214,1512,45.12,16.19,"Parkersburg-Vienna, WV",WV,High (40-49%),37620.0,781.0
339,"Pensacola-Ferry Pass-Brent, FL Metro Area",61692,4917,4809,6022,12799,1205,69374,37860,28547,12799,46.27,20.75,"Pensacola-Ferry Pass-Brent, FL",FL,High (40-49%),37860.0,1012.0
340,"Peoria, IL Metro Area",45866,3584,2422,2994,10076,881,67718,37900,19076,10076,41.59,21.97,"Peoria, IL",IL,High (40-49%),37900.0,750.0
341,"Peoria, IL Metro Area",45866,3584,2422,2994,10076,881,67718,37900,19076,10076,41.59,21.97,"Peoria, IL",IL,High (40-49%),37900.0,815.0
342,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",801034,67081,47871,64507,202087,1347,85555,37980,381546,202087,47.63,25.23,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,High (40-49%),37980.0,1298.0
343,"Phoenix-Mesa-Chandler, AZ Metro Area",625339,56357,41214,56251,138041,1432,79935,38060,291863,138041,46.67,22.07,"Phoenix-Mesa-Chandler, AZ",AZ,High (40-49%),38060.0,1311.0
344,"Pine Bluff, AR Metro Area",10080,820,756,894,1661,806,47559,38220,4131,1661,40.98,16.48,"Pine Bluff, AR",AR,High (40-49%),38220.0,760.0
345,"Pittsburgh, PA Metro Area",303982,24085,15844,21783,59386,968,71283,38300,121098,59386,39.84,19.54,"Pittsburgh, PA",PA,Moderate (30-39%),38300.0,981.0
346,"Pittsfield, MA Metro Area",16698,1626,1265,1120,4200,1003,69744,38340,8211,4200,49.17,25.15,"Pittsfield, MA",MA,High (40-49%),38340.0,1277.0
347,"Pocatello, ID Metro Area",11157,648,607,815,2229,816,60704,38540,4299,2229,38.53,19.98,"Pocatello, ID",ID,Moderate (30-39%),38540.0,824.0
348,"Pocatello, ID Metro Area",11157,648,607,815,2229,816,60704,38540,4299,2229,38.53,19.98,"Pocatello, ID",ID,Moderate (30-39%),38540.0,853.0
349,"Portland-South Portland, ME Metro Area",64544,6649,4522,4315,12290,1282,84095,38860,27776,12290,43.03,19.04,"Portland-South Portland, ME",ME,High (40-49%),38860.0,1721.0
350,"Portland-South Portland, ME Metro Area",64544,6649,4522,4315,12290,1282,84095,38860,27776,12290,43.03,19.04,"Portland-South Portland, ME",ME,High (40-49%),38860.0,1485.0
351,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",373026,32528,24911,35750,87747,1577,90451,38900,180936,87747,48.5,23.52,"Portland-Vancouver-Hillsboro, OR-WA",OR,High (40-49%),38900.0,1735.0
352,"Port St. Lucie, FL Metro Area",42040,4258,2653,3860,11652,1366,69429,38940,22423,11652,53.34,27.72,"Port St. Lucie, FL",FL,Very High (50%+),38940.0,1275.0
353,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",78765,6839,4843,7094,21572,1462,92870,39100,40348,21572,51.23,27.39,"Poughkeepsie-Newburgh-Middletown, NY",NY,Very High (50%+),39100.0,1412.0
354,"Prescott Valley-Prescott, AZ Metro Area",28649,1800,1733,2933,5292,1128,62430,39150,11758,5292,41.04,18.47,"Prescott Valley-Prescott, AZ",AZ,High (40-49%),,
355,"Providence-Warwick, RI-MA Metro Area",248944,23050,14908,19264,55253,1165,81136,39300,112475,55253,45.18,22.19,"Providence-Warwick, RI-MA",RI,High (40-49%),39300.0,1114.0
356,"Providence-Warwick, RI-MA Metro Area",248944,23050,14908,19264,55253,1165,81136,39300,112475,55253,45.18,22.19,"Providence-Warwick, RI-MA",RI,High (40-49%),39300.0,1234.0
357,"Providence-Warwick, RI-MA Metro Area",248944,23050,14908,19264,55253,1165,81136,39300,112475,55253,45.18,22.19,"Providence-Warwick, RI-MA",RI,High (40-49%),39300.0,1433.0
358,"Providence-Warwick, RI-MA Metro Area",248944,23050,14908,19264,55253,1165,81136,39300,112475,55253,45.18,22.19,"Providence-Warwick, RI-MA",RI,High (40-49%),39300.0,1259.0
359,"Provo-Orem, UT Metro Area",59535,5775,3547,5227,11828,1325,91190,39340,26377,11828,44.31,19.87,"Provo-Orem, UT",UT,High (40-49%),39340.0,1041.0
360,"Pueblo, CO Metro Area",22229,2037,1252,1669,5874,967,59436,39380,10832,5874,48.73,26.42,"Pueblo, CO",CO,High (40-49%),39380.0,1052.0
361,"Punta Gorda, FL Metro Area",14884,1248,992,1546,4299,1206,62164,39460,8085,4299,54.32,28.88,"Punta Gorda, FL",FL,Very High (50%+),39460.0,1142.0
362,"Racine, WI Metro Area",23759,1948,1135,1817,4893,985,72658,39540,9793,4893,41.22,20.59,"Racine, WI",WI,High (40-49%),39540.0,931.0
363,"Raleigh-Cary, NC Metro Area",178143,16608,11204,14839,35888,1366,91818,39580,78539,35888,44.09,20.15,"Raleigh-Cary, NC",NC,High (40-49%),39580.0,1223.0
364,"Rapid City, SD Metro Area",16906,2113,1306,1227,2599,1014,68363,39660,7245,2599,42.85,15.37,"Rapid City, SD",SD,High (40-49%),39660.0,915.0
365,"Reading, PA Metro Area",47009,4199,2726,4571,10275,1078,74617,39740,21771,10275,46.31,21.86,"Reading, PA",PA,High (40-49%),39740.0,1038.0
366,"Redding, CA Metro Area",24850,2113,1388,1898,5978,1232,68347,39820,11377,5978,45.78,24.06,"Redding, CA",CA,High (40-49%),39820.0,1255.0
367,"Reno, NV Metro Area",79800,7549,5565,8124,17091,1400,81576,39900,38329,17091,48.03,21.42,"Reno, NV",NV,High (40-49%),39900.0,1394.0
368,"Richmond, VA Metro Area",171512,15819,11664,14411,40333,1307,80877,40060,82227,40333,47.94,23.52,"Richmond, VA",VA,High (40-49%),40060.0,718.0
369,"Richmond, VA Metro Area",171512,15819,11664,14411,40333,1307,80877,40060,82227,40333,47.94,23.52,"Richmond, VA",VA,High (40-49%),40060.0,1189.0
370,"Riverside-San Bernardino-Ontario, CA Metro Area",492978,46819,34765,51788,137534,1643,81041,40140,270906,137534,54.95,27.9,"Riverside-San Bernardino-Ontario, CA",CA,Very High (50%+),40140.0,1509.0
371,"Roanoke, VA Metro Area",40109,2759,2020,3834,7951,949,65687,40220,16564,7951,41.3,19.82,"Roanoke, VA",VA,High (40-49%),40220.0,879.0
372,"Rochester, MN Metro Area",23496,2560,1625,1420,4697,1115,86788,40340,10302,4697,43.85,19.99,"Rochester, MN",MN,High (40-49%),40340.0,1094.0
373,"Rochester, NY Metro Area",146380,12720,8620,11949,37430,1056,71349,40380,70719,37430,48.31,25.57,"Rochester, NY",NY,High (40-49%),40380.0,1039.0
374,"Rockford, IL Metro Area",42628,3461,2190,3726,9879,941,63834,40420,19256,9879,45.17,23.17,"Rockford, IL",IL,High (40-49%),40420.0,836.0
375,"Rocky Mount, NC Metro Area",20627,1597,1338,1298,4109,852,53553,40580,8342,4109,40.44,19.92,"Rocky Mount, NC",NC,High (40-49%),40580.0,813.0
376,"Rome, GA Metro Area",13279,993,873,1327,2776,890,57868,40660,5969,2776,44.95,20.91,"Rome, GA",GA,High (40-49%),40660.0,864.0
377,"Sacramento-Roseville-Folsom, CA Metro Area",329482,29014,23277,32272,87469,1633,89227,40900,172032,87469,52.21,26.55,"Sacramento-Roseville-Folsom, CA",CA,Very High (50%+),40900.0,1543.0
378,"Sacramento-Roseville-Folsom, CA Metro Area",329482,29014,23277,32272,87469,1633,89227,40900,172032,87469,52.21,26.55,"Sacramento-Roseville-Folsom, CA",CA,Very High (50%+),40900.0,1684.0
379,"Saginaw, MI Metro Area",21260,2234,1174,1924,5279,876,56579,40980,10611,5279,49.91,24.83,"Saginaw, MI",MI,High (40-49%),40980.0,833.0
380,"St. Cloud, MN Metro Area",25160,1429,1347,1906,5495,956,72564,41060,10177,5495,40.45,21.84,"St. Cloud, MN",MN,High (40-49%),41060.0,886.0
381,"St. George, UT Metro Area",17674,1679,1508,1478,3628,1321,71976,41100,8293,3628,46.92,20.53,"St. George, UT",UT,High (40-49%),41100.0,1089.0
382,"St. Joseph, MO-KS Metro Area",15362,1347,677,918,3250,846,61030,41140,6192,3250,40.31,21.16,"St. Joseph, MO-KS",MO,High (40-49%),41140.0,824.0
383,"St. Louis, MO-IL Metro Area",346284,26810,19930,25892,74295,1033,75316,41180,146927,74295,42.43,21.45,"St. Louis, MO-IL",MO,High (40-49%),41180.0,947.0
384,"Salem, OR Metro Area",58447,5140,4327,4820,14673,1227,72154,41420,28960,14673,49.55,25.1,"Salem, OR",OR,High (40-49%),41420.0,1132.0
385,"Salinas, CA Metro Area",62614,6421,4611,6242,15497,1873,91043,41500,32771,15497,52.34,24.75,"Salinas, CA",CA,Very High (50%+),41500.0,1967.0
386,"Salisbury, MD-DE Metro Area",42856,3526,3058,3945,10236,1154,72964,41540,20765,10236,48.45,23.88,"Salisbury, MD-DE",MD,High (40-49%),41540.0,1037.0
387,"Salt Lake City, UT Metro Area",137891,13434,8946,12460,27355,1386,90277,41620,62195,27355,45.1,19.84,"Salt Lake City, UT",UT,High (40-49%),41620.0,1327.0
388,"San Angelo, TX Metro Area",14909,1110,1107,1462,2861,1024,66832,41660,6540,2861,43.87,19.19,"San Angelo, TX",TX,High (40-49%),41660.0,992.0
389,"San Angelo, TX Metro Area",14909,1110,1107,1462,2861,1024,66832,41660,6540,2861,43.87,19.19,"San Angelo, TX",TX,High (40-49%),41660.0,992.0
390,"San Antonio-New Braunfels, TX Metro Area",345256,30254,24213,31313,79082,1219,70910,41700,164862,79082,47.75,22.91,"San Antonio-New Braunfels, TX",TX,High (40-49%),41700.0,1165.0
391,"San Diego-Chula Vista-Carlsbad, CA Metro Area",525840,48900,37001,53307,148226,2011,96974,41740,287434,148226,54.66,28.19,"San Diego-Chula Vista-Carlsbad, CA",CA,Very High (50%+),41740.0,2232.0
392,"San Francisco-Oakland-Berkeley, CA Metro Area",768461,61754,43933,63770,172433,2336,129315,41860,341890,172433,44.49,22.44,"San Francisco-Oakland-Berkeley, CA",CA,High (40-49%),41860.0,2274.0
393,"San Francisco-Oakland-Berkeley, CA Metro Area",768461,61754,43933,63770,172433,2336,129315,41860,341890,172433,44.49,22.44,"San Francisco-Oakland-Berkeley, CA",CA,High (40-49%),41860.0,3198.0
394,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",295566,24884,19031,23521,59497,2697,151713,41940,126933,59497,42.95,20.13,"San Jose-Sunnyvale-Santa Clara, CA",CA,High (40-49%),41940.0,2868.0
395,"San Luis Obispo-Paso Robles, CA Metro Area",41068,3847,2794,4031,11181,1800,90158,42020,21853,11181,53.21,27.23,"San Luis Obispo-Paso Robles, CA",CA,Very High (50%+),42020.0,1890.0
396,"Santa Cruz-Watsonville, CA Metro Area",38635,3008,2243,3181,10733,2094,104409,42100,19165,10733,49.61,27.78,"Santa Cruz-Watsonville, CA",CA,High (40-49%),42100.0,3138.0
397,"Santa Fe, NM Metro Area",19336,1423,921,1731,4657,1252,70522,42140,8732,4657,45.16,24.08,"Santa Fe, NM",NM,High (40-49%),42140.0,1113.0
398,"Santa Maria-Santa Barbara, CA Metro Area",69864,6462,5195,6874,19113,1964,92332,42200,37644,19113,53.88,27.36,"Santa Maria-Santa Barbara, CA",CA,Very High (50%+),42200.0,2516.0
399,"Santa Rosa-Petaluma, CA Metro Area",72732,7163,5027,6835,18407,2029,99266,42220,37432,18407,51.47,25.31,"Santa Rosa-Petaluma, CA",CA,Very High (50%+),42220.0,2038.0
400,"Savannah, GA Metro Area",59549,4660,4256,4796,14259,1266,70705,42340,27971,14259,46.97,23.94,"Savannah, GA",GA,High (40-49%),42340.0,1067.0
401,"Scranton--Wilkes-Barre, PA Metro Area",76197,5539,3525,5162,16567,909,62318,42540,30793,16567,40.41,21.74,"Scranton--Wilkes-Barre, PA",PA,High (40-49%),42540.0,877.0
402,"Seattle-Tacoma-Bellevue, WA Metro Area",619164,58468,42264,52857,132625,1850,107206,42660,286214,132625,46.23,21.42,"Seattle-Tacoma-Bellevue, WA",WA,High (40-49%),42660.0,2044.0
403,"Seattle-Tacoma-Bellevue, WA Metro Area",619164,58468,42264,52857,132625,1850,107206,42660,286214,132625,46.23,21.42,"Seattle-Tacoma-Bellevue, WA",WA,High (40-49%),42660.0,1484.0
404,"Sebastian-Vero Beach, FL Metro Area",13031,850,740,1157,3724,1183,67543,42680,6471,3724,49.66,28.58,"Sebastian-Vero Beach, FL",FL,High (40-49%),42680.0,1135.0
405,"Sebring-Avon Park, FL Metro Area",9659,890,618,796,1947,919,53679,42700,4251,1947,44.01,20.16,"Sebring-Avon Park, FL",FL,High (40-49%),42700.0,933.0
406,"Sheboygan, WI Metro Area",13883,944,549,779,2029,863,68969,43100,4301,2029,30.98,14.61,"Sheboygan, WI",WI,Moderate (30-39%),43100.0,797.0
407,"Sherman-Denison, TX Metro Area",17130,1352,1196,1289,3531,1096,66608,43300,7368,3531,43.01,20.61,"Sherman-Denison, TX",TX,High (40-49%),43300.0,985.0
408,"Shreveport-Bossier City, LA Metro Area",56682,4173,3563,4414,15284,956,53053,43340,27434,15284,48.4,26.96,"Shreveport-Bossier City, LA",LA,High (40-49%),43340.0,897.0
409,"Sierra Vista-Douglas, AZ Metro Area",14798,1382,1003,1213,2356,893,58421,43420,5954,2356,40.24,15.92,"Sierra Vista-Douglas, AZ",AZ,High (40-49%),43420.0,907.0
410,"Sioux City, IA-NE-SD Metro Area",17967,1270,867,1185,3319,924,69065,43580,6641,3319,36.96,18.47,"Sioux City, IA-NE-SD",IA,Moderate (30-39%),43580.0,870.0
411,"Sioux Falls, SD Metro Area",37349,3005,2104,3044,5620,961,78552,43620,13773,5620,36.88,15.05,"Sioux Falls, SD",SD,Moderate (30-39%),43620.0,897.0
412,"South Bend-Mishawaka, IN-MI Metro Area",38079,3056,2286,3284,8591,958,62448,43780,17217,8591,45.21,22.56,"South Bend-Mishawaka, IN-MI",IN,High (40-49%),43780.0,981.0
413,"Spartanburg, SC Metro Area",34114,2840,1941,2362,7442,960,61955,43900,14585,7442,42.75,21.82,"Spartanburg, SC",SC,High (40-49%),43900.0,864.0
414,"Spokane-Spokane Valley, WA Metro Area",81144,7807,5520,7559,18306,1112,69752,44060,39192,18306,48.3,22.56,"Spokane-Spokane Valley, WA",WA,High (40-49%),44060.0,1033.0
415,"Springfield, IL Metro Area",26182,2128,1200,1700,5895,921,72445,44100,10923,5895,41.72,22.52,"Springfield, IL",IL,High (40-49%),44100.0,843.0
416,"Springfield, MA Metro Area",98808,9663,6434,8431,24834,1095,70547,44140,49362,24834,49.96,25.13,"Springfield, MA",MA,High (40-49%),44140.0,1160.0
417,"Springfield, MA Metro Area",98808,9663,6434,8431,24834,1095,70547,44140,49362,24834,49.96,25.13,"Springfield, MA",MA,High (40-49%),44140.0,1094.0
418,"Springfield, MO Metro Area",72911,5759,4262,5848,15760,881,58291,44180,31629,15760,43.38,21.62,"Springfield, MO",MO,High (40-49%),44180.0,775.0
419,"Springfield, OH Metro Area",17438,1503,942,1023,3204,820,58954,44220,6672,3204,38.26,18.37,"Springfield, OH",OH,Moderate (30-39%),44220.0,821.0
420,"State College, PA Metro Area",21825,1439,1009,2098,7142,1118,70087,44300,11688,7142,53.55,32.72,"State College, PA",PA,Very High (50%+),44300.0,1212.0
421,"Staunton, VA Metro Area",14944,986,975,1141,3308,974,67711,44420,6410,3308,42.89,22.14,"Staunton, VA",VA,High (40-49%),44420.0,917.0
422,"Stockton, CA Metro Area",95032,9453,6537,8762,22463,1542,82837,44700,47215,22463,49.68,23.64,"Stockton, CA",CA,High (40-49%),44700.0,1305.0
423,"Sumter, SC Metro Area",16886,1488,1105,1363,3089,927,52942,44940,7045,3089,41.72,18.29,"Sumter, SC",SC,High (40-49%),44940.0,712.0
424,"Sumter, SC Metro Area",16886,1488,1105,1363,3089,927,52942,44940,7045,3089,41.72,18.29,"Sumter, SC",SC,High (40-49%),44940.0,851.0
425,"Syracuse, NY Metro Area",85007,6242,5083,5951,21666,978,70096,45060,38942,21666,45.81,25.49,"Syracuse, NY",NY,High (40-49%),45060.0,966.0
426,"Tallahassee, FL Metro Area",64643,5053,3409,6128,18944,1127,59757,45220,33534,18944,51.88,29.31,"Tallahassee, FL",FL,Very High (50%+),45220.0,1124.0
427,"Tampa-St. Petersburg-Clearwater, FL Metro Area",423600,39039,29670,42687,106954,1377,67197,45300,218350,106954,51.55,25.25,"Tampa-St. Petersburg-Clearwater, FL",FL,Very High (50%+),45300.0,1347.0
428,"Terre Haute, IN Metro Area",22513,1869,1340,2035,5106,833,56449,45460,10350,5106,45.97,22.68,"Terre Haute, IN",IN,High (40-49%),45460.0,767.0
429,"Terre Haute, IN Metro Area",22513,1869,1340,2035,5106,833,56449,45460,10350,5106,45.97,22.68,"Terre Haute, IN",IN,High (40-49%),45460.0,782.0
430,"Texarkana, TX-AR Metro Area",18920,1465,1036,1838,3920,864,53628,45500,8259,3920,43.65,20.72,"Texarkana, TX-AR",TX,High (40-49%),45500.0,838.0
431,"The Villages, FL Metro Area",8257,499,425,1080,2213,1185,70105,45540,4217,2213,51.07,26.8,"The Villages, FL",FL,Very High (50%+),45540.0,995.0
432,"Toledo, OH Metro Area",95327,6888,4923,6766,19903,880,61620,45780,38480,19903,40.37,20.88,"Toledo, OH",OH,High (40-49%),45780.0,785.0
433,"Toledo, OH Metro Area",95327,6888,4923,6766,19903,880,61620,45780,38480,19903,40.37,20.88,"Toledo, OH",OH,High (40-49%),45780.0,806.0
434,"Topeka, KS Metro Area",28749,2116,1488,2726,5964,921,65665,45820,12294,5964,42.76,20.75,"Topeka, KS",KS,High (40-49%),45820.0,844.0
435,"Trenton-Princeton, NJ Metro Area",51914,4510,3141,4461,13043,1454,92697,45940,25155,13043,48.46,25.12,"Trenton-Princeton, NJ",NJ,High (40-49%),45940.0,1613.0
436,"Tucson, AZ Metro Area",151698,13640,9249,13630,35088,1071,64323,46060,71607,35088,47.2,23.13,"Tucson, AZ",AZ,High (40-49%),46060.0,1001.0
437,"Tulsa, OK Metro Area",135897,10729,8290,10341,25197,982,65784,46140,54557,25197,40.15,18.54,"Tulsa, OK",OK,High (40-49%),46140.0,925.0
438,"Tuscaloosa, AL Metro Area",35757,2822,1768,3298,8810,944,58132,46220,16698,8810,46.7,24.64,"Tuscaloosa, AL",AL,High (40-49%),46220.0,705.0
439,"Tuscaloosa, AL Metro Area",35757,2822,1768,3298,8810,944,58132,46220,16698,8810,46.7,24.64,"Tuscaloosa, AL",AL,High (40-49%),46220.0,927.0
440,"Twin Falls, ID Metro Area",12388,1214,1113,789,2097,929,62912,46300,5213,2097,42.08,16.93,"Twin Falls, ID",ID,High (40-49%),,
441,"Tyler, TX Metro Area",25423,1927,1496,2001,4942,1129,69053,46340,10366,4942,40.77,19.44,"Tyler, TX",TX,High (40-49%),46340.0,1037.0
442,"Urban Honolulu, HI Metro Area",137316,13164,9564,14419,36746,1976,99816,46520,73893,36746,53.81,26.76,"Urban Honolulu, HI",HI,Very High (50%+),46520.0,2240.0
443,"Utica-Rome, NY Metro Area",35706,2823,1852,2215,7846,868,66823,46540,14736,7846,41.27,21.97,"Utica-Rome, NY",NY,High (40-49%),46540.0,863.0
444,"Valdosta, GA Metro Area",23266,2175,1492,2079,4745,931,51216,46660,10491,4745,45.09,20.39,"Valdosta, GA",GA,High (40-49%),46660.0,833.0
445,"Vallejo, CA Metro Area",57295,5608,4096,5283,14786,1981,97037,46700,29773,14786,51.96,25.81,"Vallejo, CA",CA,Very High (50%+),46700.0,1677.0
446,"Victoria, TX Metro Area",11730,664,732,1045,2741,1080,66105,47020,5182,2741,44.18,23.37,"Victoria, TX",TX,High (40-49%),47020.0,1068.0
